Name,Type,Lvl,Weapon,WpnClass,Armor,ArmrClass,Class,SpriteClass,Hp,Atk,Splash,Def,Vsn,Stl,Rng,Spd,Crop,Gold,Iron,Wood,Labor,Time,UpgrdCrop,UpgrdGold,UpgrdIron,UpgrdWood,UpgrdLabor,UpgrdTime,GrpSize,Upkeep,Carry,Growth,UnitEquivalent,EPU,Impact,Cost,Efficiency
1_ARCHER,102,9,Bow,Basic,Ground,Leather,UNIT,ARCHER_UNIT,111,4.4,3,0,0,2,1,13,35,0,0,59,0,972,4427,0,0,7379,0,117465,37,1,7,NORMAL_UNIT,1,,,,
1_ARCHER,102,10,Bow,Basic,Ground,Leather,UNIT,ARCHER_UNIT,116,4.7,3,0,0,2,1,14,36,0,0,60,0,1049,6198,0,0,10331,0,152705,40,1,8,NORMAL_UNIT,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_PIKEMAN,103,1,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,90,8.0,1,0,0,1,1,11,50,0,0,38,0,650,500,0,0,550,0,14400,10,1,20,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,2,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,95,8.4,1,0,0,1,1,11,51,0,0,39,0,702,700,0,0,770,0,18720,11,1,21,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,3,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,99,8.8,1,0,0,1,1,12,52,0,0,40,0,758,980,0,0,1078,0,24336,12,1,22,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,4,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,104,9.3,1,0,0,1,1,12,53,0,0,40,0,819,1372,0,0,1509,0,31637,13,1,23,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,5,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,109,9.7,1,0,0,1,1,13,54,0,0,41,0,884,1921,0,0,2113,0,41128,14,1,24,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,6,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,115,10.2,1,0,0,1,1,13,55,0,0,42,0,955,2689,0,0,2958,0,53466,15,1,26,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,7,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,121,10.7,1,0,0,1,1,14,56,0,0,43,0,1031,3765,0,0,4141,0,69506,16,1,27,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,8,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,127,11.3,1,0,0,1,1,14,57,0,0,44,0,1114,5271,0,0,5798,0,90358,17,1,28,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,9,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,133,11.8,1,0,0,1,1,15,59,0,0,45,0,1203,7379,0,0,8117,0,117465,19,1,30,NORMAL_UNIT,1,,,,
1_PIKEMAN,103,10,Sword,Basic,Ground,Leather,UNIT,PIKEMAN_UNIT,140,12.4,1,0,0,1,1,16,60,0,0,45,0,1299,10331,0,0,11364,0,152705,20,1,31,NORMAL_UNIT,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_GLADIATOR,104,1,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,120,6.0,1,0,0,1,3,6,35,10,0,65,0,600,350,100,0,650,0,14400,20,1,15,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,2,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,126,6.3,1,0,0,1,3,6,36,10,0,66,0,648,490,140,0,910,0,18720,22,1,16,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,3,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,132,6.6,1,0,0,1,3,7,36,10,0,68,0,700,686,196,0,1274,0,24336,23,1,17,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,4,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,139,6.9,1,0,0,1,3,7,37,11,0,69,0,756,960,274,0,1784,0,31637,25,1,17,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,5,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,146,7.3,1,0,0,1,3,8,38,11,0,70,0,816,1345,384,0,2497,0,41128,27,1,18,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,6,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,153,7.7,1,0,0,1,3,8,39,11,0,72,0,882,1882,538,0,3496,0,53466,29,1,19,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,7,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,161,8.0,1,0,0,1,3,9,39,11,0,73,0,952,2635,753,0,4894,0,69506,32,1,20,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,8,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,169,8.4,1,0,0,1,3,9,40,11,0,75,0,1028,3689,1054,0,6852,0,90358,34,1,21,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,9,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,177,8.9,1,0,0,1,3,10,41,12,0,76,0,1111,5165,1476,0,9593,0,117465,37,1,22,NORMAL_UNIT,1,,,,
1_GLADIATOR,104,10,Ball,Elemental,Ground,Metal,UNIT,HEAVY_SWORDSMAN_UNIT,186,9.3,1,0,0,1,3,11,42,12,0,78,0,1199,7231,2066,0,13430,0,152705,40,1,23,NORMAL_UNIT,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_CAVALRY,105,1,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,160,14.0,1,0,0,1,2,21,125,0,0,85,0,1700,625,0,0,425,0,21600,10,2,10,NORMAL_UNIT,2,,,,
1_CAVALRY,105,2,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,168,14.7,1,0,0,1,2,21,128,0,0,87,0,1836,875,0,0,595,0,28080,11,2,11,NORMAL_UNIT,2,,,,
1_CAVALRY,105,3,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,176,15.4,1,0,0,1,2,22,130,0,0,88,0,1983,1225,0,0,833,0,36504,12,2,11,NORMAL_UNIT,2,,,,
1_CAVALRY,105,4,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,185,16.2,1,0,0,1,2,22,133,0,0,90,0,2142,1715,0,0,1166,0,47455,13,2,12,NORMAL_UNIT,2,,,,
1_CAVALRY,105,5,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,194,17.0,1,0,0,1,2,23,135,0,0,92,0,2313,2401,0,0,1633,0,61692,14,2,12,NORMAL_UNIT,2,,,,
1_CAVALRY,105,6,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,204,17.9,1,0,0,1,2,23,138,0,0,94,0,2498,3361,0,0,2286,0,80199,15,2,13,NORMAL_UNIT,2,,,,
1_CAVALRY,105,7,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,214,18.8,1,0,0,1,2,24,141,0,0,96,0,2698,4706,0,0,3200,0,104259,16,2,13,NORMAL_UNIT,2,,,,
1_CAVALRY,105,8,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,225,19.7,1,0,0,1,2,24,144,0,0,98,0,2914,6588,0,0,4480,0,135537,17,2,14,NORMAL_UNIT,2,,,,
1_CAVALRY,105,9,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,236,20.7,1,0,0,1,2,25,146,0,0,100,0,3147,9224,0,0,6272,0,176198,19,2,15,NORMAL_UNIT,2,,,,
1_CAVALRY,105,10,Pike,Elemental,Mount,Leather,UNIT,CAVALRY_UNIT,248,21.7,1,0,0,1,2,26,149,0,0,102,0,3398,12913,0,0,8781,0,229057,20,2,16,NORMAL_UNIT,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_HEAVY_CAVALRY,106,1,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,280,10.0,1,0,0,2,3,15,150,20,0,140,0,1900,750,100,0,700,0,21600,10,2,40,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,2,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,294,10.5,1,0,0,2,3,15,153,20,0,143,0,2052,1050,140,0,980,0,28080,11,2,42,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,3,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,309,11.0,1,0,0,2,3,16,156,21,0,146,0,2216,1470,196,0,1372,0,36504,12,2,44,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,4,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,324,11.6,1,0,0,2,3,16,159,21,0,149,0,2393,2058,274,0,1921,0,47455,13,2,46,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,5,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,340,12.2,1,0,0,2,3,17,162,22,0,152,0,2585,2881,384,0,2689,0,61692,14,2,49,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,6,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,357,12.8,1,0,0,2,3,17,166,22,0,155,0,2792,4034,538,0,3765,0,80199,15,2,51,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,7,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,375,13.4,1,0,0,2,3,18,169,23,0,158,0,3015,5647,753,0,5271,0,104259,16,2,54,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,8,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,394,14.1,1,0,0,2,3,18,172,23,0,161,0,3256,7906,1054,0,7379,0,135537,17,2,56,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,9,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,414,14.8,1,0,0,2,3,19,176,23,0,164,0,3517,11068,1476,0,10331,0,176198,19,2,59,NORMAL_UNIT,2,,,,
1_HEAVY_CAVALRY,106,10,Pike,Basic,Mount,Metal,UNIT,HEAVY_CAVALRY_UNIT,434,15.5,1,0,0,2,3,20,179,24,0,167,0,3798,15496,2066,0,14463,0,229057,20,2,62,NORMAL_UNIT,2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_HELEPOLIS,107,1,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,400,12.0,5,0,0,3,1,1,75,200,0,375,2,4200,600,1600,0,3000,0,28800,4,4,60,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,2,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,420,12.6,5,0,0,3,1,1,77,204,0,383,2,4410,720,1920,0,3600,0,37440,4,4,63,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,3,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,441,13.2,5,0,0,3,1,2,78,208,0,390,2,4631,864,2304,0,4320,0,48672,5,4,66,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,4,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,463,13.9,5,0,0,3,1,2,80,212,0,398,2,4862,1037,2765,0,5184,0,63274,5,4,69,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,5,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,486,14.6,5,0,0,3,1,3,81,216,0,406,2,5105,1244,3318,0,6221,0,82256,5,4,73,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,6,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,511,15.3,5,0,0,3,1,3,83,221,0,414,1,5360,1493,3981,0,7465,0,106932,6,4,77,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,7,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,536,16.1,5,0,0,3,1,4,84,225,0,422,1,5628,1792,4778,0,8958,0,139012,6,4,80,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,8,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,563,16.9,5,0,0,3,1,4,86,230,0,431,1,5910,2150,5733,0,10750,0,180716,7,4,84,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,9,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,591,17.7,5,0,0,3,1,5,88,234,0,439,1,6205,2580,6880,0,12899,0,234930,7,4,89,MACHINE_UNIT,4,,,,
1_HELEPOLIS,107,10,Bow,Basic,Machine,Stone,UNIT,HELEPOLIS_UNIT,621,18.6,5,0,0,3,1,6,90,239,0,448,1,6516,3096,8256,0,15479,0,305410,8,4,93,MACHINE_UNIT,4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_CATAPULT,108,1,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,800,25.0,2,0,0,3,3,1,90,120,75,500,3,6250,720,960,600,4000,0,28800,4,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,2,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,840,26.3,2,0,0,3,3,1,92,122,77,510,3,6563,864,1152,720,4800,0,37440,4,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,3,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,882,27.6,2,0,0,3,3,2,94,125,78,520,3,6891,1037,1382,864,5760,0,48672,5,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,4,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,926,28.9,2,0,0,3,3,2,96,127,80,531,3,7235,1244,1659,1037,6912,0,63274,5,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,5,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,972,30.4,2,0,0,3,3,3,97,130,81,541,3,7597,1493,1991,1244,8294,0,82256,5,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,6,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,1021,31.9,2,0,0,3,3,3,99,132,83,552,2,7977,1792,2389,1493,9953,0,106932,6,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,7,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,1072,33.5,2,0,0,3,3,4,101,135,84,563,2,8376,2150,2867,1792,11944,0,139012,6,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,8,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,1126,35.2,2,0,0,3,3,4,103,138,86,574,2,8794,2580,3440,2150,14333,0,180716,7,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,9,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,1182,36.9,2,0,0,3,3,5,105,141,88,586,2,9234,3096,4128,2580,17199,0,234930,7,5,0,MACHINE_UNIT,5,,,,
1_CATAPULT,108,10,Ball,Elemental,Machine,Wooden,UNIT,CATAPULT_UNIT,1241,38.8,2,0,0,3,3,6,108,143,90,598,2,9696,3715,4953,3096,20639,0,305410,8,5,0,MACHINE_UNIT,5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_OXWAGON,401,1,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,70,1.0,1,0,0,2,1,10,250,15,0,100,2,5600,625,38,0,250,0,21600,10,2,120,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,2,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,76,1.1,1,0,0,2,1,10,250,15,0,100,2,5600,875,53,0,350,0,28080,11,2,138,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,3,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,82,1.1,1,0,0,2,1,11,250,15,0,100,2,5600,1225,74,0,490,0,36504,12,2,159,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,4,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,88,1.2,1,0,0,2,1,11,250,15,0,100,2,5600,1715,103,0,686,0,47455,13,2,183,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,5,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,95,1.2,1,0,0,2,1,12,250,15,0,100,2,5600,2401,144,0,960,0,61692,14,2,210,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,6,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,103,1.3,1,0,0,2,1,12,250,15,0,100,2,5600,3361,202,0,1345,0,80199,15,2,241,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,7,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,111,1.3,1,0,0,2,1,13,250,15,0,100,2,5600,4706,282,0,1882,0,104259,16,2,278,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,8,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,120,1.4,1,0,0,2,1,13,250,15,0,100,2,5600,6588,395,0,2635,0,135537,17,2,319,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,9,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,130,1.5,1,0,0,2,1,14,250,15,0,100,2,5600,9224,553,0,3689,0,176198,19,2,367,OXWAGON_UNIT,1,,,,
1_OXWAGON,401,10,Sword,Basic,Mount,Leather,UNIT,WAGON_UNIT,140,1.6,1,0,0,2,1,15,250,15,0,100,2,5600,12913,775,0,5165,0,229057,20,2,422,OXWAGON_UNIT,1,,,,
