Key,EN
RUSH_ATTACK_TECHNOLOGY_SUMMARY,Increases travel speed of troops by {0}% on an attack mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_ATTACK_TECHNOLOGY_LVL_1,Increases travel speed of troops by 4% on an attack mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_ATTACK_TECHNOLOGY_LVL_2,Increases travel speed of troops by 8% on an attack mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_ATTACK_TECHNOLOGY_LVL_3,Increases travel speed of troops by 12% on an attack mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_ATTACK_TECHNOLOGY_LVL_4,Increases travel speed of troops by 16% on an attack mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_ATTACK_TECHNOLOGY_LVL_5,Increases travel speed of troops by 20% on an attack mission. (Stacks additively but the travel time decrease has diminishing returns.)
,
RUSH_DEFENSE_TECHNOLOGY_NAME,Rush Defense
RUSH_DEFENSE_TECHNOLOGY_SUMMARY,Increases troop's travel speed by {0}% on a defense mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_DEFENSE_TECHNOLOGY_LVL_1,Increases troop's travel speed by 8% on a defense mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_DEFENSE_TECHNOLOGY_LVL_2,Increases troop's travel speed by 16% on a defense mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_DEFENSE_TECHNOLOGY_LVL_3,Increases troop's travel speed by 24% on a defense mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_DEFENSE_TECHNOLOGY_LVL_4,Increases troop's travel speed by 32% on a defense mission. (Stacks additively but the travel time decrease has diminishing returns.)
RUSH_DEFENSE_TECHNOLOGY_LVL_5,Increases troop's travel speed by 40% on a defense mission. (Stacks additively but the travel time decrease has diminishing returns.)
,
DOUBLE_TIME_TECHNOLOGY_NAME,Double Time
DOUBLE_TIME_TECHNOLOGY_SUMMARY,Increases troop's travel speed by {0}% when distance is greater than 500 tiles. (Stacks additively but the travel time decrease has diminishing returns.)
DOUBLE_TIME_TECHNOLOGY_LVL_1,Increases troop's travel speed by 30% when distance is greater than 500 tiles. (Stacks additively but the travel time decrease has diminishing returns.)
DOUBLE_TIME_TECHNOLOGY_LVL_2,Increases troop's travel speed by 60% when distance is greater than 500 tiles. (Stacks additively but the travel time decrease has diminishing returns.)
DOUBLE_TIME_TECHNOLOGY_LVL_3,Increases troop's travel speed by 90% when distance is greater than 500 tiles. (Stacks additively but the travel time decrease has diminishing returns.)
DOUBLE_TIME_TECHNOLOGY_LVL_4,Increases troop's travel speed by 120% when distance is greater than 500 tiles. (Stacks additively but the travel time decrease has diminishing returns.)
DOUBLE_TIME_TECHNOLOGY_LVL_5,Increases troop's travel speed by 150% when distance is greater than 500 tiles. (Stacks additively but the travel time decrease has diminishing returns.)
,
ARCHERY_RESEARCH_TECHNOLOGY_NAME,Archery Research
ARCHERY_RESEARCH_TECHNOLOGY_LVL_1,Enables training bow wielding units.
,
BOW_RESEARCH_TECHNOLOGY_NAME,Bowshield Research
BOW_RESEARCH_TECHNOLOGY_LVL_1,"Increases Bowman, Archer and Helepolis' Max HP by 4%. (Does not stack)"
BOW_RESEARCH_TECHNOLOGY_LVL_2,"Increases Bowman, Archer and Helepolis' Max HP by 8%. (Does not stack)"
BOW_RESEARCH_TECHNOLOGY_LVL_3,"Increases Bowman, Archer and Helepolis' Max HP by 12%. (Does not stack)"
,
HIPPOSANDAL_TECHNOLOGY_NAME,Hipposandal
HIPPOSANDAL_TECHNOLOGY_LVL_1,Equips mounts with horseshoes.  Increase base Carry for mount unit by 15. (Does not stack)
HIPPOSANDAL_TECHNOLOGY_LVL_2,Equips mounts with horseshoes.  Increase base Carry for mount unit by 30. (Does not stack)
HIPPOSANDAL_TECHNOLOGY_LVL_3,Equips mounts with horseshoes.  Increase base Carry for mount unit by 45. (Does not stack)
,
SWORD_ARMOR_RESEARCH_TECHNOLOGY_NAME,Swordsman Defensive Boost
SWORD_ARMOR_RESEARCH_TECHNOLOGY_SUMMARY,Increases armor against Fighter and Swordsman by {0}%. (Stacks up to 100%).
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_1,Increases armor against Fighter and Swordsman by 2%. (Stacks up to 100%).  \nRequires 1 point.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_2,Increases armor against Fighter and Swordsman by 4%. (Stacks up to 100%).  \nRequires 2 points.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_3,Increases armor against Fighter and Swordsman by 6%. (Stacks up to 100%).  \nRequires 3 points.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_4,Increases armor against Fighter and Swordsman by 8%. (Stacks up to 100%).  \nRequires 4 points.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_5,Increases armor against Fighter and Swordsman by 10%. (Stacks up to 100%).  \nRequires 5 points.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_6,Increases armor against Fighter and Swordsman by 12%. (Stacks up to 100%).  \nRequires 6 points.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_7,Increases armor against Fighter and Swordsman by 14%. (Stacks up to 100%).  \nRequires 7 points.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_8,Increases armor against Fighter and Swordsman by 16%. (Stacks up to 100%).  \nRequires 8 points.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_9,Increases armor against Fighter and Swordsman by 18%. (Stacks up to 100%).  \nRequires 9 points.
SWORD_ARMOR_RESEARCH_TECHNOLOGY_LVL_10,Increases armor against Fighter and Swordsman by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
BOW_ARMOR_RESEARCH_TECHNOLOGY_NAME,Archer Defensive Boost
BOW_ARMOR_RESEARCH_TECHNOLOGY_SUMMARY,Increases armor against Bowman and Archer by {0}%. (Stacks up to 100%).
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_1,Increases armor against Bowman and Archer by 2%. (Stacks up to 100%).  \nRequires 1 point.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_2,Increases armor against Bowman and Archer by 4%. (Stacks up to 100%).  \nRequires 2 points.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_3,Increases armor against Bowman and Archer by 6%. (Stacks up to 100%).  \nRequires 3 points.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_4,Increases armor against Bowman and Archer by 8%. (Stacks up to 100%).  \nRequires 4 points.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_5,Increases armor against Bowman and Archer by 10%. (Stacks up to 100%).  \nRequires 5 points.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_6,Increases armor against Bowman and Archer by 12%. (Stacks up to 100%).  \nRequires 6 points.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_7,Increases armor against Bowman and Archer by 14%. (Stacks up to 100%).  \nRequires 7 points.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_8,Increases armor against Bowman and Archer by 16%. (Stacks up to 100%).  \nRequires 8 points.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_9,Increases armor against Bowman and Archer by 18%. (Stacks up to 100%).  \nRequires 9 points.
BOW_ARMOR_RESEARCH_TECHNOLOGY_LVL_10,Increases armor against Bowman and Archer by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
PIKE_ARMOR_RESEARCH_TECHNOLOGY_NAME,Hoplite Defensive Boost
PIKE_ARMOR_RESEARCH_TECHNOLOGY_SUMMARY,Increases armor against Hoplite by {0}%. (Stacks up to 100%).
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_1,Increases armor against Hoplite by 2%. (Stacks up to 100%).  \nRequires 1 point.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_2,Increases armor against Hoplite by 4%. (Stacks up to 100%).  \nRequires 2 points.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_3,Increases armor against Hoplite by 6%. (Stacks up to 100%).  \nRequires 3 points.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_4,Increases armor against Hoplite by 8%. (Stacks up to 100%).  \nRequires 4 points.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_5,Increases armor against Hoplite by 10%. (Stacks up to 100%).  \nRequires 5 points.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_6,Increases armor against Hoplite by 12%. (Stacks up to 100%).  \nRequires 6 points.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_7,Increases armor against Hoplite by 14%. (Stacks up to 100%).  \nRequires 7 points.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_8,Increases armor against Hoplite by 16%. (Stacks up to 100%).  \nRequires 8 points.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_9,Increases armor against Hoplite by 18%. (Stacks up to 100%).  \nRequires 9 points.
PIKE_ARMOR_RESEARCH_TECHNOLOGY_LVL_10,Increases armor against Hoplite by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_NAME,Gladiator Defensive Boost
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_SUMMARY,Increases armor against Gladiator by {0}%. (Stacks up to 100%).
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_1,Increases armor against Gladiator by 2%. (Stacks up to 100%).  \nRequires 1 point.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_2,Increases armor against Gladiator by 4%. (Stacks up to 100%).  \nRequires 2 points.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_3,Increases armor against Gladiator by 6%. (Stacks up to 100%).  \nRequires 3 points.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_4,Increases armor against Gladiator by 8%. (Stacks up to 100%).  \nRequires 4 points.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_5,Increases armor against Gladiator by 10%. (Stacks up to 100%).  \nRequires 5 points.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_6,Increases armor against Gladiator by 12%. (Stacks up to 100%).  \nRequires 6 points.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_7,Increases armor against Gladiator by 14%. (Stacks up to 100%).  \nRequires 7 points.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_8,Increases armor against Gladiator by 16%. (Stacks up to 100%).  \nRequires 8 points.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_9,Increases armor against Gladiator by 18%. (Stacks up to 100%).  \nRequires 9 points.
GLADIATOR_ARMOR_RESEARCH_TECHNOLOGY_LVL_10,Increases armor against Gladiator by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_NAME,Cavalry Defensive Boost
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_SUMMARY,Increases armor against Cavalry by {0}%. (Stacks up to 100%).
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_1,Increases armor against Cavalry by 2%. (Stacks up to 100%).  \nRequires 1 point.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_2,Increases armor against Cavalry by 4%. (Stacks up to 100%).  \nRequires 2 points.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_3,Increases armor against Cavalry by 6%. (Stacks up to 100%).  \nRequires 3 points.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_4,Increases armor against Cavalry by 8%. (Stacks up to 100%).  \nRequires 4 points.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_5,Increases armor against Cavalry by 10%. (Stacks up to 100%).  \nRequires 5 points.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_6,Increases armor against Cavalry by 12%. (Stacks up to 100%).  \nRequires 6 points.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_7,Increases armor against Cavalry by 14%. (Stacks up to 100%).  \nRequires 7 points.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_8,Increases armor against Cavalry by 16%. (Stacks up to 100%).  \nRequires 8 points.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_9,Increases armor against Cavalry by 18%. (Stacks up to 100%).  \nRequires 9 points.
CAVALRY_ARMOR_RESEARCH_TECHNOLOGY_LVL_10,Increases armor against Cavalry by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_NAME,Knight Defensive Boost
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_SUMMARY,Increases armor against Knight by {0}%. (Stacks up to 100%).
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_1,Increases armor against Knight by 2%. (Stacks up to 100%).  \nRequires 1 point.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_2,Increases armor against Knight by 4%. (Stacks up to 100%).  \nRequires 2 points.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_3,Increases armor against Knight by 6%. (Stacks up to 100%).  \nRequires 3 points.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_4,Increases armor against Knight by 8%. (Stacks up to 100%).  \nRequires 4 points.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_5,Increases armor against Knight by 10%. (Stacks up to 100%).  \nRequires 5 points.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_6,Increases armor against Knight by 12%. (Stacks up to 100%).  \nRequires 6 points.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_7,Increases armor against Knight by 14%. (Stacks up to 100%).  \nRequires 7 points.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_8,Increases armor against Knight by 16%. (Stacks up to 100%).  \nRequires 8 points.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_9,Increases armor against Knight by 18%. (Stacks up to 100%).  \nRequires 9 points.
KNIGHT_ARMOR_RESEARCH_TECHNOLOGY_LVL_10,Increases armor against Knight by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_NAME,Helepolis Defensive Boost
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_SUMMARY,Increases armor against Helepolis by {0}%. (Stacks up to 100%).
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_1,Increases armor against Helepolis by 2%. (Stacks up to 100%).  \nRequires 1 point.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_2,Increases armor against Helepolis by 4%. (Stacks up to 100%).  \nRequires 2 points.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_3,Increases armor against Helepolis by 6%. (Stacks up to 100%).  \nRequires 3 points.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_4,Increases armor against Helepolis by 8%. (Stacks up to 100%).  \nRequires 4 points.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_5,Increases armor against Helepolis by 10%. (Stacks up to 100%).  \nRequires 5 points.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_6,Increases armor against Helepolis by 12%. (Stacks up to 100%).  \nRequires 6 points.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_7,Increases armor against Helepolis by 14%. (Stacks up to 100%).  \nRequires 7 points.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_8,Increases armor against Helepolis by 16%. (Stacks up to 100%).  \nRequires 8 points.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_9,Increases armor against Helepolis by 18%. (Stacks up to 100%).  \nRequires 9 points.
HELEPOLIS_ARMOR_RESEARCH_TECHNOLOGY_LVL_10,Increases armor against Helepolis by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_NAME,Catapult Defensive Boost
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_SUMMARY,Increases armor against Catapult by {0}%. (Stacks up to 100%).
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_1,Increases armor against Catapult by 2%. (Stacks up to 100%).  \nRequires 1 point.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_2,Increases armor against Catapult by 4%. (Stacks up to 100%).  \nRequires 2 points.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_3,Increases armor against Catapult by 6%. (Stacks up to 100%).  \nRequires 3 points.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_4,Increases armor against Catapult by 8%. (Stacks up to 100%).  \nRequires 4 points.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_5,Increases armor against Catapult by 10%. (Stacks up to 100%).  \nRequires 5 points.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_6,Increases armor against Catapult by 12%. (Stacks up to 100%).  \nRequires 6 points.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_7,Increases armor against Catapult by 14%. (Stacks up to 100%).  \nRequires 7 points.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_8,Increases armor against Catapult by 16%. (Stacks up to 100%).  \nRequires 8 points.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_9,Increases armor against Catapult by 18%. (Stacks up to 100%).  \nRequires 9 points.
CATAPULT_ARMOR_RESEARCH_TECHNOLOGY_LVL_10,Increases armor against Catapult by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
SWORD_WEAPON_RESEARCH_TECHNOLOGY_NAME,Swordsman Offensive Boost
SWORD_WEAPON_RESEARCH_TECHNOLOGY_SUMMARY,Increases damage against Fighter and Swordsman by {0}%. (Stacks up to 100%).
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_1,Increases damage against Fighter and Swordsman by 2%. (Stacks up to 100%).  \nRequires 1 point.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_2,Increases damage against Fighter and Swordsman by 4%. (Stacks up to 100%).  \nRequires 2 points.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_3,Increases damage against Fighter and Swordsman by 6%. (Stacks up to 100%).  \nRequires 3 points.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_4,Increases damage against Fighter and Swordsman by 8%. (Stacks up to 100%).  \nRequires 4 points.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_5,Increases damage against Fighter and Swordsman by 10%. (Stacks up to 100%).  \nRequires 5 points.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_6,Increases damage against Fighter and Swordsman by 12%. (Stacks up to 100%).  \nRequires 6 points.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_7,Increases damage against Fighter and Swordsman by 14%. (Stacks up to 100%).  \nRequires 7 points.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_8,Increases damage against Fighter and Swordsman by 16%. (Stacks up to 100%).  \nRequires 8 points.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_9,Increases damage against Fighter and Swordsman by 18%. (Stacks up to 100%).  \nRequires 9 points.
SWORD_WEAPON_RESEARCH_TECHNOLOGY_LVL_10,Increases damage against Fighter and Swordsman by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
BOW_WEAPON_RESEARCH_TECHNOLOGY_NAME,Archer Offensive Boost
BOW_WEAPON_RESEARCH_TECHNOLOGY_SUMMARY,Increases damage against Bowman and Archer by {0}%. (Stacks up to 100%).
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_1,Increases damage against Bowman and Archer by 2%. (Stacks up to 100%).  \nRequires 1 point.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_2,Increases damage against Bowman and Archer by 4%. (Stacks up to 100%).  \nRequires 2 points.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_3,Increases damage against Bowman and Archer by 6%. (Stacks up to 100%).  \nRequires 3 points.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_4,Increases damage against Bowman and Archer by 8%. (Stacks up to 100%).  \nRequires 4 points.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_5,Increases damage against Bowman and Archer by 10%. (Stacks up to 100%).  \nRequires 5 points.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_6,Increases damage against Bowman and Archer by 12%. (Stacks up to 100%).  \nRequires 6 points.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_7,Increases damage against Bowman and Archer by 14%. (Stacks up to 100%).  \nRequires 7 points.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_8,Increases damage against Bowman and Archer by 16%. (Stacks up to 100%).  \nRequires 8 points.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_9,Increases damage against Bowman and Archer by 18%. (Stacks up to 100%).  \nRequires 9 points.
BOW_WEAPON_RESEARCH_TECHNOLOGY_LVL_10,Increases damage against Bowman and Archer by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
PIKE_WEAPON_RESEARCH_TECHNOLOGY_NAME,Hoplite Offensive Boost
PIKE_WEAPON_RESEARCH_TECHNOLOGY_SUMMARY,Increases damage against Hoplite by {0}%. (Stacks up to 100%).
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_1,Increases damage against Hoplite by 2%. (Stacks up to 100%).  \nRequires 1 point.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_2,Increases damage against Hoplite by 4%. (Stacks up to 100%).  \nRequires 2 points.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_3,Increases damage against Hoplite by 6%. (Stacks up to 100%).  \nRequires 3 points.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_4,Increases damage against Hoplite by 8%. (Stacks up to 100%).  \nRequires 4 points.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_5,Increases damage against Hoplite by 10%. (Stacks up to 100%).  \nRequires 5 points.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_6,Increases damage against Hoplite by 12%. (Stacks up to 100%).  \nRequires 6 points.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_7,Increases damage against Hoplite by 14%. (Stacks up to 100%).  \nRequires 7 points.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_8,Increases damage against Hoplite by 16%. (Stacks up to 100%).  \nRequires 8 points.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_9,Increases damage against Hoplite by 18%. (Stacks up to 100%).  \nRequires 9 points.
PIKE_WEAPON_RESEARCH_TECHNOLOGY_LVL_10,Increases damage against Hoplite by 20%. (Stacks up to 100%).  \nRequires 10 points.
,
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_NAME,Gladiator Offensive Boost
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_SUMMARY,Increases damage against Gladiator by {0}%. (Stacks up to 100%).
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_LVL_1,Increases damage against Gladiator by 2%. (Stacks up to 100%).  \nRequires 1 point.
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_LVL_2,Increases damage against Gladiator by 4%. (Stacks up to 100%).  \nRequires 2 points.
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_LVL_3,Increases damage against Gladiator by 6%. (Stacks up to 100%).  \nRequires 3 points.
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_LVL_4,Increases damage against Gladiator by 8%. (Stacks up to 100%).  \nRequires 4 points.
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_LVL_5,Increases damage against Gladiator by 10%. (Stacks up to 100%).  \nRequires 5 points.
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_LVL_6,Increases damage against Gladiator by 12%. (Stacks up to 100%).  \nRequires 6 points.
GLADIATOR_WEAPON_RESEARCH_TECHNOLOGY_LVL_7,Increases damage against Gladiator by 14%. (Stacks up to 100%).  \nRequires 7 points.
