1639,2209
1978,3556
1617,2252
1584,2317
2097,2881
1579,3874
2011,3494
1453,2578
1754,2193
1605,2271
2128,2937
1824,3871
1788,2255
1232,3012
1332,2812
1451,3626
2165,3005
1919,3688
1229,3184
2014,2702
1825,2324
2133,3260
1639,4007
1671,2130
1416,3561
1536,3804
1515,2438
2199,3067
2167,3198
1265,3263
1858,2383
1383,3502
1503,2457
1741,2147
1893,2448
1481,2500
1346,3433
1469,2519
1927,2510
1349,2757
1689,4122
1706,2068
2080,2812
1961,3625
1436,2578
1195,3060
1742,4066
1994,3561
1957,2562
1280,3313
2215,3122
2055,2758
1375,2696
1314,2817
1620,3995
1843,2333
2115,3325
1876,3804
1400,3556
1720,4115
1244,3247
1621,2200
2029,3501
2127,3306
2031,2702
1587,3935
1210,3185
1587,2261
2123,2882
1307,3378
1943,3680
2063,3440
1553,3874
1553,2324
2097,3378
1722,2073
1519,3811
1817,2262
1179,3130
1277,2872
1179,3068
1851,3874
2096,2817
1484,3747
1265,2891
2196,3185
1753,2128
1243,2934
1910,2440
1791,3998
1264,3308
1210,2999
1485,2447
1911,3759
1604,3990
1450,3685
2013,2643
1759,4066
1231,2953
1885,2386
1788,2193
2046,3494
1923,3740
1944,2502
1331,2750
2162,2937
1569,3928
1980,3632
1298,2812
2080,3432
1511,2386
1892,3809
1351,2702
2233,3129
1855,2314
1416,2569
1383,2634
1385,3570
1742,2082
1501,3804
2147,3308
1468,3742
1569,2254
1691,4190
1314,3437
1926,2445
1689,2013
1961,3687
1809,2209
2150,2888
1655,4122
1434,3680
1315,2758
1960,2507
1620,4057
1995,2572
1281,2820
1844,2268
1341,3502
2217,3015
2029,3564
1584,3991
2062,3499
2123,3378
2025,2624
1997,3632
1467,2440
1213,3253
1553,3935
1647,2076
2096,3437
2183,3263
1334,2702
1213,2944
2063,2696
2252,3074
1944,3742
1273,3378
1147,3074
1175,3182
1720,2007
2195,3244
1368,3570
1298,3432
1400,2564
1876,2316
1759,2082
1552,2259
1617,2128
2191,2944
1141,3120
2094,2751
1239,2882
2225,3192
2131,2820
1674,4190
1605,2147
1791,4060
1604,4052
1583,2190
1791,2138
2167,2888
2165,3315
1571,2209
1451,3750
1176,2999
2259,3130
1671,2006
1417,3687
1511,3874
1821,2190
1859,3936
1861,2268
1924,3805
1195,3246
1535,3928
1382,3623
1691,1958
2229,2996
1774,4114
2013,3635
1383,2572
1448,2441
1892,2321
1346,3557
2269,3074
2025,3616
1130,3074
1686,4239
1992,3681
1960,3747
1414,2503
1708,4252
1739,2006
2055,3564
1655,4184
1536,2254
1163,3201
1958,2441
1875,3928
1715,1952
2114,2750
1995,2510
1129,3139
1654,2011
1283,3446
1399,3680
2217,2953
1247,3378
1345,2624
1810,4066
1366,3618
2128,3433
1553,3997
1213,3316
1333,2643
2284,3122
2157,3378
2063,2634
1618,2069
1674,1958
2097,3502
1515,3926
1817,2138
1487,2330
2191,3316
1277,2748
1946,2392
1790,4119
1584,2131
1909,2316
1757,2013
1265,2767
1485,3873
1725,4252
1579,4060
2011,3680
1145,3006
1243,2810
1147,3198
1111,3129
2130,2755
1451,3811
1788,2069
2230,3247
1231,2829
1545,2200
2259,3192
1209,2872
2162,2813
1945,3821
1266,3446
1197,2891
2079,3556
1110,3065
1739,4238
1511,2262
1924,3867
1957,3802
1980,3756
1175,2934
1859,3998
1978,2440
1638,2006
2196,2875
1827,4066
1535,3990
1163,2953
1383,3687
1893,3935
1773,4176
2229,2934
1685,4298
2300,3127
2267,3006
1447,2376
1470,2330
2149,2767
1927,2323
1467,3866
1409,2448
1435,2395
1963,2392
1315,2633
1093,3122
2298,3061
1688,1887
1281,3501
1503,3945
1715,4308
1130,3198
1433,3804
2113,2688
1810,2082
1379,2500
2184,2826
1281,2696
1621,4184
1246,3437
1994,2445
1341,3626
1367,2519
2029,3687
2149,3449
1652,1945
1307,3564
1365,3680
1997,3756
2026,2503
1587,2076
1094,3060
2161,3430
2063,3626
1213,3378
2128,3495
1842,2130
2252,2950
2183,3387
1844,4066
2063,2572
1723,1890
1555,4066
1179,3316
2195,3368
2097,3563
1757,4245
2217,3325
2094,2627
1757,1952
1579,4122
1178,2879
1482,3929
1239,2758
2229,3306
1791,4183
1263,3494
2225,2882
2131,2695
1673,4317
1205,2820
1144,2941
1890,3991
1111,3006
1230,3432
1827,2082
1545,2138
1451,2324
1672,1882
1945,3883
1076,3127
2161,2748
1453,3880
2201,2826
2293,3192
1511,2200
1957,3864
1924,3929
1137,3254
1417,2386
1482,2255
1297,2626
1858,2135
1076,3065
2012,2440
1893,2200
2269,2950
2267,3254
1861,4066
1317,2578
1382,2445
1538,4066
1349,3688
1807,4176
1689,4370
1349,2510
1409,3812
1312,3619
1924,2255
1739,1882
1654,4305
2301,3006
1961,2324
1842,4114
2335,3130
1375,3750
2183,2767
1162,2874
2114,2626
1060,3122
1995,3812
1621,4245
1281,2634
1774,1944
1720,4363
2332,3061
2147,2688
1686,1821
1247,3502
1587,4183
1436,3880
1128,2936
2123,3564
1754,4301
1247,2696
2028,2445
1652,1883
1587,2014
1550,4115
2063,3688
2157,3502
2215,2812
1273,3564
1723,1828
1553,2075
2285,2953
1945,2271
1060,3060
2097,3626
1519,4059
1300,2578
1179,2820
1876,2130
1978,3866
1638,4300
1145,3315
1757,1889
2196,3433
1453,2268
1485,3998
1791,4246
1366,2440
1205,3440
2130,2631
1111,3253
1603,4238
1790,1949
1825,4183
1111,2944
2285,3263
1074,3185
1858,4119
1453,3942
1919,3998
2165,2695
1825,2014
2259,2882
2297,3244
1569,4176
1414,3867
2264,3309
1978,2316
2319,3201
1511,2138
1859,2076
1482,2193
1040,3123
2195,2748
1137,2882
1383,3811
2233,3378
2011,2378
1708,1772
2331,3182
2114,3618
1741,1837
2327,3006
2233,2819
1892,2135
1501,4052
1775,1899
1074,2999
1127,3308
2021,3812
1351,3756
1927,2200
1311,3678
2080,2502
2055,3750
1994,3871
1436,2268
1093,3246
2297,2934
1957,2252
1535,2068
1715,4432
1657,4376
1375,2386
1314,2507
1654,1825
1876,4114
1844,2020
1749,4370
1994,2321
1436,3942
2148,2626
2366,3061
1345,2438
2283,3308
2029,2385
1365,3804
1878,2082
1783,4308
1246,2631
1333,2457
1943,3990
1550,4177
2182,2688
2184,3508
1844,4190
2157,3564
1215,3508
1725,1772
2215,2750
1273,3626
2097,3688
1273,2572
1945,2209
1613,4308
2218,3446
1179,3440
2130,3623
1822,4239
1617,1880
1519,2075
2096,2507
1142,3371
2250,2812
1979,2271
1579,4246
2011,3866
1334,3756
1753,1818
1485,4060
1605,1899
1911,4069
2128,2565
1108,3309
1787,1880
1205,2696
1923,4050
1640,4376
2354,3012
1076,3251
2317,2936
2164,2631
1299,3697
1549,2004
1706,4486
1511,4122
2047,2395
2264,3371
1298,2502
1707,1713
1537,2023
1861,2020
2080,3742
1175,2748
2198,2693
1039,3182
1419,3942
1892,4119
1417,2261
1638,1820
1163,2767
2353,3201
1141,2810
1895,2082
2233,2757
2385,3060
1481,2128
2201,3508
1005,3120
1346,3805
2365,3182
1042,3003
1129,2829
1443,3998
1861,4190
1198,3508
1686,4487
1230,2626
1443,2200
1469,2147
1382,2321
2387,3139
2266,2817
2235,3446
2301,3315
2399,3120
1348,2383
2301,2882
1961,3997
1315,3750
1073,2934
2150,2578
1688,1701
1061,2953
1957,2190
1655,1765
2116,3694
1060,3246
2114,2502
1621,4370
2335,2943
1991,2252
2371,3012
1501,2068
1775,4379
2250,3432
2029,3873
1583,4298
2218,2702
1620,1825
1247,2572
1754,4425
1787,4360
2149,3635
1587,1889
1722,4491
2181,2626
1521,2020
2063,3812
1402,3942
2161,3616
1550,4239
1213,3564
2183,3573
1944,4052
2403,3067
1311,2438
2096,3747
1553,1952
2059,2376
1817,4308
1519,4183
1273,2510
2195,3554
1179,3502
1299,2457
1487,2082
1719,1694
1027,3201
2094,2441
1239,3626
2351,3246
1877,4193
1145,3439
1399,2254
1851,1952
1482,4115
1754,1759
1026,2998
1856,4239
1366,2316
1210,2627
1889,4174
993,3139
2130,2507
1791,1828
2167,2578
2284,2812
1944,2130
1332,2378
2259,2758
2419,3122
1045,2950
1672,1696
1074,3309
2133,3694
1110,2817
1414,3991
2318,2874
1175,2686
1980,4004
1039,3244
2199,2633
2113,3742
1076,2879
1637,1758
1163,2705
2235,2702
2422,3074
2327,3316
1691,1648
2266,3437
1383,3936
1416,2197
1103,3378
1893,2014
1504,2020
1604,1820
1501,4176
1571,4317
2386,2998
1987,2200
1689,4555
1927,4122
1443,2138
1349,3874
1808,4362
1127,3432
1927,2076
2361,2944
971,3120
1960,4057
1470,2082
1569,1882
1348,2321
2026,3929
2395,3192
1652,4487
1841,4300
1315,2386
2300,2817
1960,2135
2055,2324
1589,1834
1006,2999
2334,2879
2184,2578
1621,4432
1001,3192
2369,3253
1749,1704
1555,1896
1028,2950
972,3061
1587,4369
1620,1763
1754,4487
1997,4004
1212,3623
1783,4432
1552,4305
1094,2812
2402,3003
2439,3074
1674,1648
2437,3129
2162,3681
1945,2085
1060,2874
1671,4548
1179,2634
2191,3626
1027,3263
1978,4052
1181,3570
2097,2386
1400,2192
1519,1952
2249,2688
1239,3688
1239,2510
2131,3749
1485,4183
1912,4190
2131,2448
1885,4246
1824,4367
1788,1759
1484,2011
1111,2758
1332,2316
959,3139
1209,2562
2317,2812
1572,1834
1825,1828
2419,3184
2014,2206
1919,2014
2320,3384
1569,4362
1197,2581
2264,3495
2201,2578
1739,4548
1196,3618
1859,4307
1450,2073
2293,3440
1137,3502
1417,2137
1538,1896
1536,4300
1953,4122
1039,3306
1137,2696
2233,3564
2454,3122
1856,1883
1691,1586
2422,3012
2353,3325
1383,3998
1005,3244
1604,1758
2230,2627
2388,3260
1890,1945
1443,4122
1987,2138
2365,3306
1688,4615
1349,3936
1382,2197
2148,3742
2267,2695
1349,2261
971,3182
2047,3945
1314,3871
1467,4176
1409,4060
1164,3570
1652,4549
2026,3991
2059,3926
975,3005
1623,1710
1739,1634
1073,2810
2082,3880
2298,2751
1994,4057
937,3120
1035,2882
1061,2829
1957,2066
1278,3805
1929,4190
1715,4618
2114,2378
1589,1772
1715,1580
2116,3818
1621,4494
2335,2819
2184,2516
1005,2934
2031,2206
1280,2383
1584,4425
2218,2578
1312,2317
1468,2006
2337,3384
1210,3681
1652,1635
1878,1896
1181,2578
993,2953
1549,4360
1246,2445
938,3061
2400,2937
1844,4376
1434,2068
1672,4610
1912,1958
1674,1586
2437,3191
2439,3012
1817,4432
2318,3432
2470,3127
1179,3626
1757,4555
2217,3635
1298,3866
2405,3260
1027,3325
1239,3750
1399,2130
2094,2317
1979,2085
1757,1641
1484,4243
2229,3616
2252,3570
2196,3681
993,3263
1366,2192
2164,3747
2468,3061
1791,4494
2130,2383
2353,2829
1606,1710
2099,3880
1448,4177
2386,3308
1113,3508
1545,1828
959,3201
1946,4190
2133,3818
1572,1772
1331,2254
2259,2634
1919,4246
1045,2826
2201,2516
1822,1759
1414,4115
1385,2144
1511,4308
925,3139
1079,3446
1707,1527
957,2998
2453,3184
1482,1945
1137,2634
1856,1821
2235,2578
2012,2130
2114,3866
1895,1896
1264,2378
1383,4060
1045,3384
1164,2578
2082,2268
977,2950
1774,4548
1005,3306
1742,1586
1349,3997
1861,4376
2386,2874
1107,2686
1929,1958
1230,2440
1349,2199
1447,2004
974,3251
1468,4238
1691,4686
1537,4379
2422,3260
1095,2705
1776,1648
2420,2936
2182,3742
1435,2023
2334,3437
2026,4053
2269,3570
2055,3998
1317,3942
2081,3945
2298,2689
1277,3864
2454,2998
2055,2200
1741,4627
1657,4624
1655,1579
1958,2007
941,3006
1006,2875
2093,3926
1314,2259
1753,4608
906,3127
1096,3508
1621,1641
1963,4190
2147,2378
2369,3378
1623,4562
1991,2066
2402,3313
1587,4493
907,3068
1028,2826
2365,2810
1910,4300
1249,3818
1368,2144
1810,4500
1209,3740
2028,2135
1062,3446
1943,4238
2284,3556
2157,3812
1844,4438
933,3192
2402,2879
2497,3068
1723,4680
1553,4432
2285,2643
1331,3990
1028,3384
1178,3685
1147,2578
1212,2445
1515,4360
960,2950
958,3246
1719,1508
2099,2268
2436,2941
1876,1820
1759,1586
2130,3871
1790,4553
1946,1958
2471,3191
2351,3432
1584,1697
1453,1958
1482,4301
1145,3626
993,3325
2470,3003
2439,3260
1793,1648
1674,4686
1243,2376
2251,3635
2128,2317
2225,2510
890,3122
1300,3942
1231,2395
2263,3616
1705,4734
1484,1887
1111,2633
1176,2503
2198,3747
1640,4624
1331,2192
2259,2572
2317,2688
1549,1756
1516,1821
2165,2385
2420,3308
1822,1697
2047,2147
1569,4486
1980,4190
1537,1775
2319,3511
1606,4562
2080,3990
1298,2254
2196,2441
1417,2013
1265,3883
1232,3818
2331,3492
1827,4500
1637,1572
1856,1759
1043,2757
1773,4610
1162,3680
1045,3446
1691,1462
1926,4305
977,2888
2013,4131
1443,4246
1861,4438
1892,1825
1603,1634
1009,2819
2048,4066
1130,2578
2025,4112
2300,3561
1685,4732
1382,2073
1197,3759
1349,2138
1351,4066
2489,3015
2116,2268
1069,3502
1924,1883
2420,2874
2079,2192
2021,2076
2181,3804
1069,2696
1961,4245
1963,1958
1196,2440
1652,4673
2395,3378
1436,1958
2297,2624
1740,1510
937,3244
1503,4379
1773,1572
1281,3936
1715,1456
1654,1515
2335,2695
903,3182
2369,3439
2147,2316
2150,3880
2369,2758
2521,3060
1468,1882
2463,2944
2218,2454
1249,3880
1997,4190
2251,2519
1213,3811
2523,3139
938,2937
2436,3313
2128,3929
2403,2820
1213,2386
1093,2626
1723,4741
2096,3995
1674,1462
1028,3446
1555,4500
2502,3185
2535,3120
2059,2128
1613,4618
960,2888
2218,3756
1977,4238
1273,2262
1552,1701
2436,2879
2286,2578
1399,2006
1145,3687
2097,2199
1113,2578
2471,3254
2191,2386
2065,4066
1521,4438
1851,1704
1481,4360
1756,1515
1334,4066
2133,2268
1912,4376
2251,3697
1243,2314
2320,2640
1366,2068
1025,2750
1791,4617
865,3068
1980,1958
1885,1766
1791,1579
1231,2333
1943,1882
2286,3632
1111,3626
1673,4751
2263,3678
1176,2441
1825,4556
1890,4425
991,2812
2501,2996
2165,2323
1451,1890
1077,3563
1825,1642
2387,2767
1516,1759
2047,2085
2199,3811
925,3263
2539,3067
1638,1510
1953,4308
2167,3880
1419,4252
1195,3804
2081,2147
1232,3880
2235,2454
1141,2500
1477,1828
2012,2006
1045,3508
891,3201
2013,4193
1005,3430
2332,3557
1129,2519
1443,4308
1382,2011
2025,4174
1685,4794
1349,4122
1538,4500
1127,3680
971,3368
1414,1945
2263,2500
2235,3756
1349,2075
1689,1394
2303,2578
2522,3184
2420,2812
1776,1524
1312,4053
1654,4739
2395,3440
1504,4438
2421,3387
1841,4548
1096,2578
2082,4066
938,3309
1536,1696
2454,2874
2433,3368
2337,2640
974,2817
1961,1889
1929,4376
1997,1958
941,2882
1618,4673
1995,4245
1039,2686
2303,3632
1059,3556
904,3247
1283,4004
1654,1453
1027,2705
1469,4379
1749,4742
1001,2758
1215,2330
1749,1456
2150,3942
2369,2696
2489,3263
1555,1648
2123,3998
1620,1515
841,3074
1247,2261
1589,4624
1181,2392
1212,3871
2028,2011
2283,3680
2501,3244
2468,3309
2123,2200
1307,2138
1549,4546
1402,4252
2182,2316
875,3198
2252,2454
1723,4804
2399,2748
1788,4673
1028,3508
2059,2066
2556,3060
904,2937
1875,1696
1487,1772
2557,3139
1822,4611
1878,4500
2286,2516
1277,2190
2436,2817
1638,4734
1239,3936
2569,3120
1145,3749
1946,1834
2093,2128
1453,1834
1485,4431
1265,2209
1366,2006
993,3449
1793,1524
2251,3759
2470,2879
2099,4066
1111,3687
1448,4363
2538,3189
1673,4813
2263,3740
2230,3805
831,3130
959,3387
2502,2937
1825,1580
1331,2068
2014,1958
1706,4858
1919,1766
2047,2023
1416,4305
1266,4004
2420,3432
958,2812
1110,2507
2539,3006
1859,4555
1978,1882
1196,3866
1198,2330
2167,3942
1638,1448
1859,1642
2198,2321
1538,1648
1380,4239
824,3074
1572,4624
1164,2392
1045,3570
2572,3065
1141,2438
2114,4052
1691,1338
858,3198
2455,2829
1604,1510
2269,2454
1129,2457
1893,1703
1688,4863
1011,3508
1074,2565
1992,4301
1127,3742
1229,2254
1069,3626
1414,1883
2116,2144
1470,1772
2047,4193
1895,4500
2420,2750
1776,1462
2303,2516
1537,4565
1311,4112
2366,3557
2301,3687
1467,4424
2059,4174
1654,4801
1963,1834
2026,4239
1436,1834
1093,3680
2400,3495
1281,4059
1039,2624
2335,2572
1715,1332
1620,4739
907,3315
875,2950
1281,2137
1400,4300
1749,4804
2490,3322
2147,2192
2089,2076
1994,1887
1341,4184
1027,2643
1587,4679
1555,1586
972,2751
2031,1958
1005,2686
1341,2014
2463,3378
907,2881
2369,2634
2250,3804
967,3440
1312,2069
872,3251
841,3012
1249,4004
2218,2330
1809,4689
1878,1648
993,2705
1722,4863
1783,4742
2524,3260
1212,3933
2181,2254
1094,2502
1552,4615
2436,3437
2403,2696
2252,2392
1586,1515
836,3185
933,3378
1821,4670
1647,1394
2059,2004
2285,2457
1674,1338
933,2820
1672,4858
1028,3570
1212,2259
2162,3991
2218,3880
2097,4122
2191,3936
2130,4057
801,3120
1244,2193
2436,2755
1519,4556
2531,2944
1978,4362
1946,1772
1757,1394
1851,4618
994,3508
1638,4796
2590,3060
1453,1772
1909,1696
2133,2144
2565,3192
2467,2810
2012,4300
1518,1639
1793,1462
1980,1834
1263,4052
1110,3747
1604,4734
1911,4503
1451,4431
1144,2383
1111,2448
1890,4549
889,3308
1923,4484
2502,2875
1073,3678
1171,3874
1299,4131
2165,2199
2604,3123
858,2950
2318,2502
1822,1511
1416,4367
1569,4672
856,3246
2507,3322
1175,2314
1196,3928
1536,4610
1538,1586
2199,2261
2113,4114
824,3012
1163,2333
2235,2330
1232,4004
1856,1573
1708,1276
2352,2564
2327,3688
1741,1341
1895,1648
2266,3809
2570,2999
2541,3260
1043,2572
2487,3370
1263,2130
1008,3561
1481,1694
1317,2020
2269,2392
2606,3065
1469,1713
1775,1403
889,2874
2361,3626
1351,4252
1349,1951
2235,3880
1570,1510
1927,1703
1689,1270
1314,4181
1069,2510
2301,3750
1961,4432
1963,1772
1196,2254
1654,4863
2421,3511
1094,3742
975,2696
2182,3990
2395,2634
2297,2438
1413,1818
1994,4367
1035,3626
1436,1772
938,3433
1433,4424
2113,2068
1655,1331
2456,3446
2433,3492
1741,4875
1375,4308
789,3139
1997,1834
1006,2627
1618,4797
1401,1837
2028,4305
2334,2507
1876,4610
1400,4362
1753,4856
903,3368
1379,1880
1502,1634
1281,2076
2089,2014
1247,4059
1367,1899
2150,4066
1586,4739
1128,2378
967,3502
2368,2569
2521,2874
841,2950
1247,2138
1809,4751
906,2817
2403,3564
875,3322
992,3556
1943,4486
1725,1276
1723,4928
1844,4686
1821,4732
1061,3697
2497,2820
1618,1387
839,3254
2097,4184
2434,2689
2286,2392
1300,2020
1298,4176
804,3189
1584,1449
2590,2998
1638,4858
805,3005
2591,3201
1753,1322
870,2875
1334,4252
2131,4121
1791,4804
1147,3880
2603,3182
2505,3377
1485,1642
1205,3998
2131,2075
1110,3809
2570,3247
1144,2321
2230,3929
1787,1384
2198,3995
1209,2190
1545,1518
2285,3821
1111,2386
2473,3446
2259,3874
2387,2581
1229,4052
1451,1704
1570,4734
2014,1834
1825,1456
1331,1944
2539,3316
1045,2516
1385,1834
1511,4618
1197,2209
2297,3802
2633,3130
1417,4431
2539,2881
2199,2200
1511,1580
1175,2252
1892,4615
2453,3494
2167,4066
1379,4360
1637,1324
1043,3688
1163,2271
2352,2502
824,2950
1953,1704
891,3387
1416,1763
2422,2640
763,3130
